provincia,municipio,latitud,longitud
Rio negro,Clemente onelli,-41.244835005,-70.034202941
Neuquen,Los chihuidos,-38.24221177,-69.4801093
Entre rios,Colonia san justo,-31.111923218,-58.112392425
Cordoba,Paso del durazno,-33.170455449,-64.047867008
Misiones,Dos arroyos,-27.694171423,-55.258780169
Jujuy,Pampichuela,-23.61138,-65.04423
Santa fe,La pelada,-30.867947769,-60.971811681
Santa fe,Avellaneda,-29.0165072,-59.6876264
Catamarca,Tinogasta,-27.91052043,-67.62126418
Cordoba,Los pozos,-30.515451669,-64.266444988
Tucuman,Bella vista,-27.06516,-65.31373
Santa fe,Pilar,-31.442015817,-61.260024961
Neuquen,Ramon m castro,-38.865500621,-69.750265287
San luis,Union,-35.154926106,-65.942446851
Buenos aires,Hipolito yrigoyen,-36.3636748,-61.6430681
Cordoba,Las playas,-30.689590014,-64.850883128
Santa fe,Carrizales,-32.511287164,-61.030514788
San luis,Lafinur,-32.053970337,-65.309768677
Entre rios,Diamante,-32.067154944,-60.637736519
Cordoba,Suco,-33.439472974,-64.831661086
La rioja,Rosario vera penaloza,-31.391698874,-66.977990253
Santa fe,Esmeralda,-31.617858648,-61.932925873
Entre rios,Estacion lazo,-32.871839761,-59.422349185
San luis,Tilisarao,-32.732928111,-65.291527438
Salta,Rivadavia banda sur,-24.85134697,-63.18038559
San luis,La vertiente,-32.797502775,-65.756897432
Tucuman,Las talitas,-26.778724147,-65.203773288
Cordoba,Pacheco de melo,-33.760057509,-63.489858977
Santa fe,Presidente roca,-31.229697906,-61.610103624
Cordoba,Pincen,-34.837929144,-63.91558047
Santa fe,Coronda,-31.9260566,-60.9103037
Santa fe,Villada,-33.287479763,-61.551724322
Santa fe,Curupaity,-30.39791189,-61.651804422
Santa fe,Fidela,-31.0526576,-61.800269
Entre rios,La verbena,-30.489808653,-58.59381964
Entre rios,Basavilbaso,-32.383724213,-58.859649658
Cordoba,Calchin oeste,-31.863386841,-63.278168375
La pampa,Dorila,-35.776322951,-63.716840693
Jujuy,Rodeito,-24.27233,-64.83303
Entre rios,Aldea spatzenkutter,-31.948529271,-60.580396642
Misiones,Colonia alberdi,-27.356965585,-55.232658571
Cordoba,Miramar,-30.914516352,-62.67491838
Santa fe,Ricardone,-32.773680549,-60.786927658
Santa fe,Eustolia,-31.577744851,-61.783666183
Santiago del estero,Weisburd,-27.30962504,-62.540058055
Cordoba,Villa amancay,-32.186392833,-64.570452981
Corrientes,Ita ibate,-27.564962488,-57.4420337
La pampa,Algarrobo del aguila,-36.401146719,-67.148401595
Salta,El potrero,-25.713747025,-64.689498901
Cordoba,Panaholma,-31.626892878,-65.058665895
Catamarca,Los altos,-27.98468074,-65.42005177
Santiago del estero,Colonia alpina,-30.03288486,-61.985884742
Salta,Payogasta,-24.89315309,-66.033773339
Tucuman,Manuel garcia fernandez,-26.955703391,-65.272073063
Buenos aires,Patagones,-39.8314661,-62.6989544
Misiones,Almafuerte,-27.52056664,-55.343376625
Cordoba,Estacion general paz,-31.1067387,-64.1839443
La rioja,Chilecito,-29.177202489,-67.440831631
Cordoba,Idiazabal,-32.813142667,-63.032910122
Santiago del estero,San pedro de guasayan,-28.00447768,-65.101662912
Cordoba,Colonia prosperidad,-31.60577479,-62.427888211
Santa fe,Arminda,-33.265861526,-60.96691884
Formosa,Tatane,-26.398718683,-58.357560049
Cordoba,Comechingones,-31.16854859,-63.607582092
Tucuman,Medina,-27.418836093,-65.53334502
Rio negro,El cuy,-39.923091219,-68.336949843
La pampa,Guatrache,-37.623868582,-63.685536954
Cordoba,Villa san esteban,-31.6335474,-62.896766817
Santa fe,Capivara,-30.461502817,-61.272273513
Cordoba,San jose,-31.957325901,-65.315208348
Santa fe,Malabrigo,-29.360471651,-59.877511598
Santa fe,Santa maria centro,-31.521689275,-61.312561286
Tucuman,Los gomez,-27.2817004,-65.2525519
Entre rios,Colonia celina,-31.568445206,-60.264148712
Buenos aires,Lanus,-34.710860922,-58.372504746
Cordoba,Villa los patos,-32.763745038,-62.727795489
Catamarca,Andalgala,-27.536895548,-66.335056893
San luis,Candelaria,-32.060749113,-65.827691372
Santa fe,Juncal,-33.7043821,-61.1787956
Santa fe,Armstrong,-32.883607324,-61.643654455
Entre rios,La fraternidad y santa juana,-30.646598943,-58.125835184
Cordoba,Huanchilla,-33.665522725,-63.637261836
Santa fe,Godeken,-33.402405547,-61.844930673
Entre rios,Xx de setiembre,-32.38662414,-59.663073658
Cordoba,Tancacha,-32.240207025,-63.979946605
Chaco,Cote lai,-27.778495788,-59.604564666
Corrientes,Bonpland,-29.87793885,-57.53288465
Cordoba,Italo,-34.791182071,-63.781208389
Tucuman,Alto verde y los guchea,-27.379399249,-65.607925867
Formosa,Pozo de maza,-23.569183248,-61.705533482
Santiago del estero,Rapelli,-26.422638984,-64.482336011
Formosa,Villa general guemes,-24.752945691,-59.491640561
Santa fe,Elortondo,-33.701656017,-61.616372706
Salta,San lorenzo,-24.704942034,-65.470510545
Cordoba,Riobamba,-34.051121118,-63.732153288
Jujuy,Arrayanal,-24.093396133,-64.823874205
La pampa,Trenel,-35.571042736,-64.102788083
Buenos aires,Chascomus,-35.6058214,-57.8918391
Corrientes,Colonia carlos pellegrini,-28.537340033,-57.171231041
Formosa,Villa del carmen,-26.252259098,-58.252552869
La pampa,Caleufu,-35.67488646,-64.55765326
Santa fe,Las petacas,-31.751980801,-62.137401506
Misiones,Corpus,-27.127803879,-55.509417929
Santa fe,Alejandra,-29.910356675,-59.82816122
Entre rios,Ingeniero sajaroff,-31.95693363,-58.849117461
Cordoba,Esquina,-31.077291126,-63.793562779
Buenos aires,Mercedes,-34.782428,-59.2836152
Entre rios,Colonia baylina,-31.787220977,-58.533742816
La rioja,Vinchina,-28.287342071,-68.219291687
Buenos aires,Rivadavia,-35.870386735,-63.374201069
San luis,Alto pencoso,-33.430636384,-66.927966912
Santiago del estero,Villa union,-29.411784517,-62.685741703
Cordoba,Ranqueles,-34.843693784,-64.098774092
Cordoba,Marcos juarez,-32.691309981,-62.105794673
Cordoba,Saturnino maria laspiur,-31.702931951,-62.484018085
Santa fe,Rosario,-33.006598377,-60.69319668
San luis,Nogoli,-32.917375283,-66.325760206
San luis,Naschel,-32.916821594,-65.375547681
Corrientes,Gobernador virasoro,-28.07963077,-55.98898452
Santa fe,Coronel fraga,-31.176158617,-61.919462002
Mendoza,Guaymallen,-32.867449439,-68.801598358
Neuquen,Paso aguerre,-39.339397844,-69.844214795
Tucuman,Villa quinteros,-27.227448,-65.6009384
Cordoba,Alejandro roca,-33.356451445,-63.720550392
Cordoba,Villa quillinzo,-32.266732936,-64.520492877
Santa fe,El araza,-29.133493678,-59.947314592
Tucuman,Juan bautista alberdi,-27.561292648,-65.598258972
Rio negro,Villa llanquin,-40.923910205,-71.033857977
Neuquen,Varvarco - invernada vieja,-36.904371926,-70.713916368
Santa fe,Hersilia,-30.005676537,-61.839646768
Entre rios,Colonia avigdor,-31.154928207,-59.448753357
Santa fe,Jacinto l,-30.737034052,-60.975951125
Santa fe,El rabon,-28.1685413,-59.231278
Santiago del estero,Anatuya,-28.46791858,-62.84860248
Corrientes,Monte caseros,-30.251552724,-57.638814001
Tucuman,Santa lucia,-27.07421,-65.49389
Buenos aires,Coronel pringles,-38.215409427,-61.314584777
Cordoba,Media naranja,-30.623310466,-64.951540614
Jujuy,Yavi,-22.227981567,-65.401756287
Santa fe,Sa pereyra,-31.572151395,-61.378223111
Santa fe,Colonia belgrano,-31.911894084,-61.402383536
Jujuy,Santa catalina,-21.915353184,-66.250799531
Buenos aires,Capitan sarmiento,-34.1010274,-59.7782315
Buenos aires,General san martin,-34.559516911,-58.577276931
Santa fe,Recreo,-31.493580756,-60.735411089
Neuquen,Las ovejas,-36.988134333,-70.748700131
La rioja,Famatina,-28.659575346,-67.652960556
San luis,Buena esperanza,-34.758278797,-65.250369169
Santa fe,Susana,-31.357596391,-61.516438996
Ciudad de buenos aires,Comuna 13,-34.574642744,-58.450968205
Catamarca,San fernando del valle de catamarca,-28.332107544,-65.894065857
Rio negro,Rio colorado,-39.041876855,-63.998590736
Buenos aires,Ramallo,-33.767449781,-60.092734367
Cordoba,Paso viejo,-30.768683577,-65.186470019
Cordoba,Las canadas,-31.067046956,-64.790165566
Buenos aires,Pila,-36.1771663,-58.5830034
Cordoba,Las penas sud,-32.534851186,-64.105229196
Tucuman,San javier,-26.76703,-65.36869
Santa fe,Colonia bossi,-30.669124523,-61.78960303
Ciudad de buenos aires,Comuna 2,-34.585876008,-58.39499618
Corrientes,Santa ana de los guacaras,-27.49960327,-58.610266678
San luis,Fortuna,-35.128291864,-65.381821892
Buenos aires,Las flores,-35.881548351,-59.40633699
Cordoba,Santiago temple,-31.387125301,-63.418207801
San luis,Las chacras,-32.543513229,-65.74463869
Corrientes,Colonia santa rosa,-28.1795677,-57.94580847
San luis,Carpinteria,-32.410249512,-65.011392677
San luis,Arizona,-35.722914503,-65.318721036
Corrientes,Saladas,-28.25829909,-58.59966984
Cordoba,Ambul,-31.519528,-65.0622882
Entre rios,La esmeralda,-30.23482193,-58.52768153
Chaco,Taco pozo,-25.248153347,-62.769997045
Cordoba,Altos de chipion,-30.956350763,-62.337888122
Santa cruz,Rio gallegos,-51.621434984,-69.229050929
Santa fe,Colonia mascias,-30.799058,-60.0066737
Entre rios,Nueva escocia,-31.647316386,-58.015812607
Corrientes,Lomas de vallejos,-27.848507817,-58.021773063
San luis,Los molles,-32.439544751,-65.010682268
Buenos aires,Necochea,-37.891826961,-59.286697778
Corrientes,San roque,-28.506686737,-58.511143929
Cordoba,Las albahacas,-32.933389088,-64.706153259
Santiago del estero,Santiago del estero,-27.790647,-64.262274
Jujuy,Santa ana,-23.311861038,-64.950027466
Buenos aires,General rodriguez,-34.676446296,-58.970418863
Cordoba,Villa parque santa ana,-31.591731902,-64.350300338
Misiones,Santiago de liniers,-26.390586614,-54.394709928
Santa fe,Elisa,-30.69807971,-61.048759365
Buenos aires,Azul,-36.779514497,-59.858633171
Ciudad de buenos aires,Comuna 5,-34.629960008,-58.418840374
Entre rios,Quebracho,-31.848047377,-60.092748772
Cordoba,Arroyo algodon,-32.201966599,-63.162786186
Buenos aires,Canuelas,-35.2637758,-58.6725328
Buenos aires,Carlos casares,-35.6123422,-61.2490329
Rio negro,San javier,-40.74725095,-63.264652497
La pampa,La humada,-36.160430908,-68.129722595
Rio negro,Cervantes,-39.033181579,-67.386247766
Santiago del estero,Quimili,-27.634290978,-62.356886297
Rio negro,Aguada de guerra,-41.06390171,-68.384381035
Santiago del estero,Fortin inca,-29.104055666,-61.843162612
Santa fe,Maria teresa,-34.006284983,-61.900439675
Buenos aires,San nicolas,-33.6042287,-60.4178226
Santa fe,Ataliva,-31.02879715,-61.477912903
Chubut,Dolavon,-43.309297579,-65.708738839
Formosa,Las lomitas,-24.69183,-60.5856
Cordoba,San marcos sud,-32.630327553,-62.481971262
Cordoba,Seeber,-30.923972645,-61.973737428
Cordoba,Huerta grande,-31.06009272,-64.484304267
Buenos aires,Maipu,-36.7984265,-57.2717848
Cordoba,Eufrasio loza,-29.924722635,-63.588915213
Jujuy,Pampa blanca,-24.532993738,-65.074414122
Santa fe,Cavour,-31.383304878,-61.01659635
Cordoba,Jovita,-34.514736598,-63.941510935
Cordoba,Santa eufemia,-33.176752963,-63.28203587
Chaco,Puerto vilelas,-27.510609085,-58.938994466
San luis,Paso grande,-32.876973728,-65.634530152
Corrientes,San lorenzo,-28.13146033,-58.766832102
Entre rios,Segui,-31.908860715,-60.098966815
Entre rios,San pedro,-30.71798651,-58.14124226
La pampa,Carro quemado,-36.723377228,-65.224739075
Rio negro,Penas blancas,-37.688801948,-67.869548711
Santiago del estero,Cuatro bocas,-28.878939619,-61.815567083
Santa fe,Berabevu,-33.341415221,-61.862280981
Corrientes,Yatayti calle,-29.053958115,-58.964093622
San luis,Villa del carmen,-32.889823174,-65.04242119
Entre rios,Conscripto bernardi,-30.971952194,-59.112238461
La pampa,Colonia santa teresa,-37.57537932,-63.54911308
Salta,Angastaco,-25.902706146,-66.28187561
San luis,San martin,-32.413269046,-65.675930669
Tucuman,El mojon,-27.20500946,-64.923820496
Entre rios,Tezanos pinto,-31.87354562,-60.497023532
Cordoba,San francisco del chanar,-29.697188616,-63.941310304
Entre rios,Antonio tomas,-31.405954925,-59.955585648
Salta,San ramon de la nueva oran,-22.524717,-64.441231
Santiago del estero,Antaje,-27.654105761,-64.22410786
Cordoba,Viamonte,-33.747066973,-63.098906226
Misiones,Cerro azul,-27.64238024,-55.39404911
Jujuy,Barrios,-22.246277957,-65.527871706
Buenos aires,Malvinas argentinas,-34.479093312,-58.698974163
San juan,25 de mayo,-31.763268919,-68.222296635
Entre rios,San justo,-32.408502425,-58.477433481
Santa fe,Fuentes,-33.17444165,-61.075053698
Cordoba,Monte de los gauchos,-33.6371004,-63.8889678
Formosa,Mariano boedo,-26.110635741,-58.488427052
La rioja,Capital,-29.168859482,-66.663505554
Santa fe,Portugalete,-30.2093054,-61.3692368
Santa fe,San gregorio,-34.18002038,-61.74553607
Catamarca,Londres,-27.695116877,-67.172050163
Santa fe,Soutomayor,-30.936357272,-61.164084302
Santa fe,Juan b molina,-33.528065474,-60.43844166
Tucuman,Raco,-26.6880029,-65.5278222
Chubut,Tecka,-43.493582082,-70.813560832
Formosa,Ingeniero guillermo nicasio juarez,-23.897600413,-61.853822048
Buenos aires,Pehuajo,-35.8939834,-61.9282323
Cordoba,La carlota,-33.420167937,-63.296980262
Santa fe,Aaron castellanos,-34.350001613,-62.266605944
Cordoba,Colonia valtelina,-31.05295483,-62.235437861
San luis,Justo daract,-33.858583448,-65.187040876
Cordoba,Cruz alta,-33.006994728,-61.810972604
Cordoba,Chazon,-33.077259828,-63.275435286
Buenos aires,San vicente,-35.112752,-58.351046
Chubut,Trelew,-43.248353857,-65.310381332
Jujuy,Cangrejillos,-22.47203906,-65.55108858
Corrientes,Paso de los libres,-29.680186321,-57.111057438
Corrientes,Yapeyu,-29.405753713,-56.803539344
Entre rios,La paz,-30.746867292,-59.586435125
Cordoba,Villa tulumba,-30.437600607,-64.070936748
La pampa,Adolfo van praet,-35.01791303,-64.035117862
Cordoba,Los cerrillos,-31.973789996,-65.437644252
Neuquen,Centenario,-38.827577708,-68.153219164
Neuquen,Mariano moreno,-38.764259127,-70.038666979
Santiago del estero,Palo negro,-29.649850767,-62.018638062
Santa fe,Ingeniero chanourdie,-28.745075843,-59.668359592
Neuquen,Barrancas,-36.824737296,-69.916478291
Santa fe,Los amores,-28.1051804,-60.3122958
Corrientes,Mariano i loza,-29.376366559,-58.1960231
Misiones,General alvear,-27.405135384,-55.199623978
Santa fe,Christophersen,-34.174790243,-62.050479684
Neuquen,Rincon de los sauces,-37.38990759,-68.930994328
Ciudad de buenos aires,Comuna 15,-34.585521898,-58.479122611
Corrientes,Perugorria,-29.469768183,-58.846677868
Entre rios,Aldea salto,-31.926035858,-60.548385272
Santa fe,Arroyo seco,-33.13151135,-60.50788847
Santiago del estero,Chauchillas,-27.528089769,-64.550311528
Santa fe,Casalegno,-32.263830624,-61.126148866
Santa fe,Saguier,-31.325104952,-61.677737332
La rioja,General lamadrid,-29.020751554,-68.225371392
Santa fe,Tacurales,-30.907049127,-61.69553045
Santa fe,Fighiera,-33.195018779,-60.470603846
Santa fe,Esperanza,-31.482972775,-60.806868229
Cordoba,Colonia san bartolome,-31.528322298,-62.724493386
Formosa,Pozo del tigre,-24.897599769,-60.318789022
Entre rios,Viale,-31.871433082,-60.009922527
Corrientes,Chavarria,-28.954921818,-58.571648983
La pampa,Colonia santa maria,-37.495243578,-64.224880548
Cordoba,Villa candelaria norte,-29.870544454,-63.330903991
Misiones,Loreto,-27.370332718,-55.535385132
Cordoba,Falda del carmen,-31.585463268,-64.454881454
Cordoba,Tuclame,-30.748528475,-65.237541069
Neuquen,Junin de los andes,-39.949472014,-71.070333561
Santa fe,Ambrosetti,-30.016999569,-61.576578501
Cordoba,Villa de soto,-30.9217145,-65.1096644
Entre rios,Aldea grapschental,-31.956372314,-60.496105198
Santa fe,Humberto primo,-30.9329099,-61.3843442
Formosa,Gran guardia,-25.862849634,-58.885991502
Tucuman,Atahona,-27.41750045,-65.287839993
Formosa,San martin dos,-24.436837181,-59.655180809
Santa fe,Coronel bogado,-33.2621478,-60.5497137
Tucuman,Colalao del valle,-26.495542347,-66.033334157
Santa fe,Egusquiza,-31.125511647,-61.604133104
Santa fe,La penca y caraguata,-30.348496443,-60.521785339
Salta,Cerrillos,-24.877431441,-65.478464216
Santa fe,Chovet,-33.600782513,-61.60466466
La pampa,Ataliva roca,-36.87195836,-64.78146927
Santa fe,Colonia bicha,-30.855781134,-61.850914742
Santa fe,Santurce,-30.186645274,-61.178528022
Buenos aires,Pergamino,-33.709027041,-60.584259905
Cordoba,Villa de las rosas,-31.962095401,-65.038313866
Jujuy,Monterrico,-24.46123612,-65.119054262
Santa fe,Marcelino escalada,-30.581949306,-60.469386044
San luis,Villa de la quebrada,-33.016174193,-66.292046481
Salta,Iruya,-22.66190686,-65.17760715
Jujuy,Maimara,-23.691682816,-65.441177368
Cordoba,Laboulaye,-34.123612206,-63.388646306
Salta,Los toldos,-22.252895305,-64.68166766
Chubut,Alto rio senguer,-44.979763031,-71.38379669
Chaco,Los frentones,-26.050910639,-61.310261235
Neuquen,San martin de los andes,-40.07851216,-71.32269243
Santa fe,Villa trinidad,-30.20023653,-62.041480633
Cordoba,Bialet masse,-31.326687444,-64.45446895
Santiago del estero,Taboada,-28.024413356,-63.678050073
Entre rios,Molino doll,-32.310040928,-60.420206355
Buenos aires,Moreno,-34.558659572,-58.816301089
Santa fe,Campo andino,-31.311922,-60.552673
Rio negro,Norquinco,-41.843448612,-70.894393215
Chaco,General capdevila,-27.361784579,-61.38289668
Buenos aires,Coronel de marina l rosales,-38.881352735,-62.074953609
Cordoba,La cautiva,-33.978591388,-64.084298946
Entre rios,Las garzas,-31.42871404,-59.745788593
Chaco,Concepcion del bermejo,-26.59087292,-61.10037754
Rio negro,Mamuel choique,-41.769841643,-70.170863222
Tucuman,Estacion araoz y tacanas,-27.057115247,-64.921812399
Santa fe,Monje,-32.358735659,-60.942904301
Santa fe,Fortin olmos,-29.135335922,-60.941509247
Santiago del estero,Ardiles,-27.445260676,-64.457810756
San luis,Lavaisse,-33.822147684,-65.423793436
Santa fe,Matilde,-31.793216088,-60.981805978
Chaco,Ciervo petiso,-26.42041845,-59.67902394
Santa fe,Casilda,-33.1290247,-61.2278154
Catamarca,La puerta,-28.056472498,-65.826084415
Entre rios,Gobernador mansilla,-32.540447235,-59.340122223
Corrientes,Juan pujol,-30.482641085,-57.915701592
La pampa,General acha,-37.373672669,-64.603896471
Santiago del estero,Villa atamisqui,-28.510080128,-63.739522409
Misiones,Jardin america,-27.04816718,-55.163201312
Cordoba,San pedro,-31.936824408,-65.219240222
Santa cruz,Puerto san julian,-49.307703595,-67.731970293
Misiones,San vicente,-27.125678572,-54.274419343
Santa fe,Cacique ariacaiquin,-30.658136407,-60.230735649
Catamarca,Pozo de piedra,-27.56616796,-67.14046925
Santa cruz,Rospentek,-51.663932893,-72.142698831
Santa fe,San mariano,-31.711571188,-61.437266116
San luis,San francisco del monte de oro,-32.55476157,-66.09236842
Santiago del estero,Selva,-29.741196587,-61.930503099
Misiones,Garupa,-27.507005854,-55.854885496
Cordoba,General levalle,-34.00983248,-63.92253675
Santa fe,Rafaela,-31.248248241,-61.499811794
Entre rios,Piedras blancas,-31.22761133,-59.87876821
Cordoba,Rio de los sauces,-32.450881,-64.5312326
Cordoba,Hernando,-32.411930575,-63.630349867
San juan,Angaco,-31.443939788,-68.421768817
Chubut,Sarmiento,-45.59051972,-69.070682517
Santiago del estero,Medellin,-28.667558337,-63.704196472
Cordoba,Colonia las cuatro esquinas,-31.173585161,-63.33759219
La pampa,Unanue,-37.588088989,-64.306556702
Santa fe,San genaro,-32.373538394,-61.360656921
Entre rios,La ollita,-32.417759503,-59.159969542
Jujuy,El fuerte,-24.260420872,-64.410351108
Entre rios,Raices oeste,-31.84670952,-59.5767705
San juan,Valle fertil,-31.301124573,-67.31943512
Santa fe,Villa mugueta,-33.313934931,-61.057069529
Santa fe,La cabral,-30.087643801,-61.179707055
Entre rios,Villa elisa,-32.207627708,-58.395923579
Entre rios,Colonia merou,-31.934056411,-60.31815496
Cordoba,Pozo del molle,-32.019438986,-62.91991826
Santa fe,San fabian,-32.138371872,-60.983266025
Santa fe,Arroyo aguiar,-31.394466,-60.663274
San luis,Beazley,-33.75773411,-66.645960031
Chaco,Fontana,-27.416076006,-59.050434901
Santa fe,La gallareta,-29.482112885,-60.54384613
Cordoba,La carolina el potosi,-33.186843371,-64.725112966
Cordoba,La higuera,-31.013954842,-65.102031367
Santa fe,Romang,-29.500610787,-59.925008093
Cordoba,Malvinas argentinas,-31.44352944,-63.996379395
Entre rios,San ramon,-30.7974916,-58.175638466
Rio negro,Dina huapi,-41.069193423,-71.162193326
La pampa,General pico,-35.48140196,-63.49637054
Santa fe,Virginia,-30.74025296,-61.340966593
Corrientes,Curuzu cuatia,-29.519231796,-58.560455322
Cordoba,La cumbrecita,-31.896964388,-64.775158943
Santa fe,Theobald,-33.312217256,-60.312051359
Santiago del estero,Lilo viejo - patay,-26.940456676,-62.956568869
Neuquen,Los catutos,-38.784754548,-70.142187725
Santa fe,Uranga,-33.264529996,-60.708334586
Cordoba,Alta gracia,-31.645618195,-64.481617153
Corrientes,Colonia liebig s,-27.58052037,-56.29095591
Cordoba,Noetinger,-32.366741643,-62.312071767
Salta,Coronel moldes,-25.35043474,-65.29592341
Chaco,General pinedo,-27.16571088,-61.46933735
Cordoba,Colonia anita,-31.143862946,-62.213586292
Santa fe,Santa isabel,-33.889489266,-61.696590656
Cordoba,Plaza de mercedes,-30.978051454,-63.259619203
Cordoba,Alcira,-32.757065291,-64.337859929
Cordoba,Colonia caroya,-31.05636014,-63.978088371
Jujuy,La mendieta,-24.314359736,-64.970708472
Entre rios,Hasenkamp,-31.513305241,-59.836969624
Corrientes,Mercedes,-28.860206604,-57.585815442
Santa fe,Bernardo de irigoyen,-32.170930619,-61.157274828
Tucuman,Manuela pedraza,-27.23168,-65.32687
Cordoba,Villa del rosario,-31.554011335,-63.534148901
Santa cruz,Gobernador gregores,-48.752122325,-70.24420359
Santa fe,Los quirquinchos,-33.376991828,-61.712194307
Rio negro,General roca,-39.055737401,-67.593530106
Misiones,Santa maria,-27.776354039,-55.513703976
Corrientes,Ramada paso,-27.365928932,-58.300308751
San juan,Sarmiento,-31.951457638,-68.65109413
Salta,General ballivian,-23.053714752,-63.452102661
La pampa,Ingeniero luiggi,-35.40253094,-64.65214438
Neuquen,Zapala,-38.922679901,-70.102546692
Chaco,Fuerte esperanza,-24.656984269,-62.059540151
Entre rios,Espinillo norte,-31.7924159,-60.31068902
Santiago del estero,La canada,-27.727658809,-63.717668602
Cordoba,Chalacea,-30.754570727,-63.568226594
Cordoba,Sacanta,-31.663303574,-63.045321209
Santiago del estero,Malbran,-29.335211061,-62.331479461
Santiago del estero,Los juries,-28.448475591,-62.033598084
Buenos aires,Lincoln,-34.8260525,-61.6627452
Cordoba,Mayu sumaj,-31.46686464,-64.542763476
Corrientes,Tatacua,-28.4048435,-58.3102563
Cordoba,Villa maria,-32.412083611,-63.249995124
Cordoba,San marcos sierras,-30.736334315,-64.682568089
Santa fe,Cayastacito,-31.153503732,-60.503877831
Cordoba,San javier y yacanto,-32.011135101,-64.986968994
Cordoba,Villa allende,-31.305533636,-64.248016929
Entre rios,Sir leonard,-31.389667947,-59.503212381
Buenos aires,Florentino ameghino,-34.7967747,-62.4456913
Cordoba,Nicolas bruzzone,-34.438229501,-64.338370732
Santa fe,Hipatia,-31.176505,-61.086359
Buenos aires,Lezama,-35.994953155,-57.981071472
Formosa,Clorinda,-25.36881317,-57.652494301
Ciudad de buenos aires,Comuna 1,-34.588424343,-58.375935913
Chubut,Las plumas,-43.722397964,-67.286995667
Entre rios,Rocamora,-32.49653366,-58.96134594
Chubut,Dique florentino ameghino,-43.698741,-66.472951
Entre rios,Paso duarte,-31.20293553,-58.624106428
Salta,Rosario de lerma,-24.98027,-65.72701
Jujuy,Volcan,-23.8409709,-65.29808427
Corrientes,Santo tome,-28.666713715,-56.289718628
Santa fe,La lucila,-30.419663533,-61.003307314
Santa fe,Nelson,-31.267075451,-60.76213554
Chaco,Samuhu,-27.34423628,-60.51690421
Santa fe,Maria juana,-31.676627574,-61.753600977
Cordoba,La cruz,-32.303405572,-64.483108974
Misiones,Colonia polana,-27.011231772,-55.284469265
Cordoba,Dique chico,-31.751852052,-64.362764305
Santa fe,Las bandurrias,-32.199189965,-61.492794045
La pampa,Relmo,-36.257383787,-63.448130203
Catamarca,Corral quemado,-27.053670064,-66.903892145
Cordoba,Malena,-33.489341086,-64.432000805
Entre rios,Colonia carrasco,-31.337257149,-59.557657628
Entre rios,Aldea san antonio,-31.853797836,-60.172546006
Entre rios,Estaquitas,-30.925127029,-59.559711456
Corrientes,San miguel,-28.00845784,-57.601233564
Cordoba,Punta del agua,-32.575428175,-63.81015809
Cordoba,Serrano,-34.469981896,-63.537559528
Santa fe,Wheelwright,-33.79429428,-61.211440947
Santa fe,Villa amelia,-33.127176962,-60.709028225
Cordoba,San clemente,-31.716654652,-64.626586905
Tucuman,Teniente berdina,-27.050034787,-65.487583142
Entre rios,Macia,-32.09995028,-59.38050648
Santa cruz,Pico truncado,-46.793898124,-67.95757049
Cordoba,Colonia marina,-31.248506634,-62.36396456
Rio negro,Valle azul,-39.140482745,-66.728564169
Cordoba,Villa concepcion del tio,-31.322468902,-62.814474576
Ciudad de buenos aires,Comuna 8,-34.665468844,-58.446522525
Jujuy,Abra pampa,-22.67947,-65.97212
Cordoba,Colonia bremen,-33.463497219,-62.73238512
La pampa,Victorica,-36.204859368,-65.440375273
Cordoba,El manzano,-31.081761714,-64.299832416
Santa fe,Villa ana,-28.428385544,-59.864160058
Santa cruz,Tellier,-47.648768608,-66.044635683
Formosa,General belgrano,-24.938828356,-59.029087728
Tucuman,El polear,-27.50332216,-65.568692445
Tucuman,Amaicha del valle,-26.596217,-65.8573856
Tucuman,Colombres,-26.88959,-65.127
Chaco,Presidencia roque saenz pena,-26.932593152,-60.580613585
Cordoba,Villa elisa,-32.748777576,-62.330674404
Buenos aires,Moron,-34.617707173,-58.601533043
Cordoba,Villa los aromos,-31.735959806,-64.43892794
Santa fe,Villa gobernador galvez,-33.02148056,-60.623970032
Misiones,El alcazar,-26.846267609,-54.739753574
Misiones,Campo grande,-27.166084895,-55.02916527
Buenos aires,Escobar,-34.351670413,-58.783252674
Formosa,Subteniente perin,-25.535039729,-60.019082763
"Tierra del fuego, antartida e islas del atlantico sur",Rio grande,-53.787047345,-67.713235072
Santa fe,Garibaldi,-31.652027726,-61.805390751
Entre rios,La hierra,-30.45654346,-58.43305481
Cordoba,Tanti,-31.386469039,-64.600365935
Cordoba,Rio cuarto,-33.124263122,-64.348737703
Santiago del estero,Donadeu,-26.718418255,-62.687963797
Salta,Pichanal,-23.825447082,-64.076782227
Santa fe,Landeta,-32.013814701,-62.06117713
Santa fe,Las rosas,-32.3421082,-61.7218263
Santa fe,Sargento cabral,-33.43301286,-60.63019069
Jujuy,San pedro de jujuy,-24.231302,-64.868169
Cordoba,Los surgentes,-32.912115248,-62.066534142
Santa fe,San bernardo,-28.7034496,-61.3393232
Entre rios,Guardamonte,-32.08263587,-59.308277224
Tucuman,El cercado,-27.17899,-65.54918
Cordoba,Tala huasi,-31.472446933,-64.565150769
Cordoba,San basilio,-33.497854252,-64.315182824
Cordoba,Impira,-31.796592924,-63.651120767
La pampa,Catrilo,-36.557666779,-63.434623718
